"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61"
"Femmina",20,6,6,3,4,1,5,2,4,2,5,1,1,4,5,5,5,5,3,2,3,5,5,2,4,1,4,3,4,3,5,2,4,3,1,5,3,5,7,6,7,2,7,6,7,7,6,2,3,7,3,2,9,10,6,0,0,9,8,8
"Femmina",23,10,7,7,7,1,4,1,3,1,3,2,1,1,5,3,2,4,1,5,1,5,4,1,5,1,5,1,4,1,4,1,5,1,1,5,2,4,6,5,5,6,5,5,7,6,5,5,7,7,6,7,9,9,10,10,9,9,8,10
"Femmina",21,7,6,5,5,3,3,2,3,1,3,1,1,1,3,3,2,3,1,2,2,4,3,2,3,2,4,3,4,2,4,2,4,3,1,4,3,4,6,6,6,5,6,6,5,6,5,5,6,5,6,8,8,8,7,7,8,5,5,9
"Femmina",22,6,5,5,5,3,4,3,4,2,3,1,3,2,3,2,4,4,2,3,3,4,4,4,3,2,3,3,4,2,3,2,3,2,4,3,4,2,3,5,4,6,5,6,5,6,3,3,3,2,2,6,8,6,5,5,1,2,0,6
"Femmina",24,6,5,6,3,3,2,2,3,3,4,2,2,1,3,1,1,4,1,3,2,4,5,3,5,1,4,2,4,2,3,1,4,3,1,3,2,4,6,6,7,6,6,6,5,7,4,5,5,7,4,6,10,6,8,10,6,0,4,6
"Maschio",33,4,3,3,3,3,3,3,2,2,2,2,3,3,3,3,2,2,2,3,3,3,3,4,4,4,1,2,2,3,3,3,4,4,4,3,3,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,4,3,3,6,6,6,5,5
"Maschio",23,1,2,2,1,3,2,2,2,3,1,3,2,3,2,3,1,2,2,1,2,2,3,1,1,2,2,4,2,4,2,4,2,3,3,2,3,1,1,1,1,2,6,4,1,5,2,1,1,1,1,1,8,5,0,1,0,0,2,1
"Femmina",19,7,6,4,1,6,5,2,4,3,2,2,5,1,3,5,5,1,3,1,4,1,3,2,3,5,2,5,3,1,4,5,2,1,5,3,2,1,3,1,7,7,7,6,1,1,1,1,3,1,1,5,7,5,0,4,10,5,0,7
"Femmina",25,7,6,6,6,5,2,2,2,2,3,1,1,1,2,3,3,3,1,2,2,3,3,1,3,1,2,1,3,2,3,2,3,2,1,3,2,3,4,6,6,6,6,6,4,6,2,5,4,3,2,4,4,4,4,4,4,4,4,4
"Femmina",21,7,5,5,1,6,5,1,3,2,2,1,3,1,3,3,5,3,1,5,4,5,4,3,4,3,3,3,3,3,4,2,3,3,4,2,3,3,1,3,4,4,5,4,3,1,1,6,2,2,2,9,9,7,6,8,8,4,7,6
"Femmina",17,5,6,5,6,3,3,1,2,4,3,1,2,1,3,3,3,2,1,1,4,3,2,4,4,2,3,2,4,1,2,1,4,4,1,3,3,2,2,1,4,4,3,5,7,5,1,3,3,2,1,5,7,5,8,1,1,2,3,2
"Femmina",22,7,4,5,4,7,5,2,3,1,2,1,5,1,4,3,5,4,1,1,2,4,4,1,2,1,5,1,5,1,4,1,5,1,1,5,3,4,4,5,5,5,3,4,1,3,1,1,2,3,1,5,4,7,9,2,10,0,1,0
"Femmina",23,8,6,6,5,4,4,3,4,4,4,1,2,2,4,4,4,4,1,3,4,4,4,4,4,2,4,3,4,3,4,3,4,3,4,4,3,4,7,7,7,6,6,6,4,5,6,4,5,7,6,8,9,9,9,10,5,0,0,9
"Femmina",41,5,6,7,7,1,4,1,3,1,3,2,1,1,5,4,3,2,2,4,2,3,3,1,4,2,4,3,4,3,4,3,4,2,1,4,4,3,6,5,7,7,7,6,6,5,5,3,4,4,6,4,0,6,5,4,5,5,3,6
"Femmina",25,8,5,5,3,5,4,1,2,2,1,2,2,1,3,2,2,3,3,2,3,4,4,2,2,2,4,3,4,2,4,2,3,3,2,3,2,3,6,6,5,6,5,4,5,4,5,5,4,3,2,9,9,6,7,8,7,3,5,9
"Maschio",50,6,6,7,5,5,4,1,3,2,3,1,1,1,3,3,1,3,1,3,1,3,4,1,4,1,5,1,4,1,3,1,4,1,1,5,1,4,3,4,6,6,6,6,3,4,6,4,6,4,4,7,6,6,6,5,5,5,7,8
"Femmina",26,6,5,4,6,2,5,2,3,2,3,1,5,1,4,5,5,3,3,4,4,3,5,2,3,3,4,3,4,3,5,2,4,4,5,5,2,4,4,6,6,4,5,4,7,3,2,2,5,3,7,5,5,5,9,7,6,2,10,7
"Femmina",19,9,7,7,5,3,4,1,3,2,5,1,2,2,5,5,3,4,2,3,4,5,4,2,5,2,5,1,3,2,5,1,5,1,1,5,1,4,4,5,6,7,4,7,7,4,5,7,7,7,7,10,10,10,9,9,9,8,6,10
"Femmina",20,7,6,4,1,4,3,4,4,3,2,4,3,2,4,4,5,3,4,3,4,3,3,4,3,3,5,1,4,2,4,2,5,3,1,4,3,4,4,2,5,6,6,7,5,4,2,2,4,5,2,6,4,5,3,8,0,0,0,5
"Femmina",21,7,6,5,7,3,4,2,3,2,5,2,2,3,4,5,2,3,2,1,2,5,5,2,3,2,5,3,4,2,5,2,5,2,2,4,3,4,4,5,5,5,7,7,6,4,6,6,7,5,3,8,8,6,7,10,7,6,10,8
"Femmina",22,7,6,6,5,3,4,1,1,1,4,1,1,1,4,4,4,3,3,1,3,4,3,3,4,1,4,1,3,2,3,1,3,1,2,4,3,5,4,5,2,6,6,7,6,6,5,5,5,3,7,7,10,7,7,8,6,4,2,7
"Maschio",26,3,3,2,2,4,2,4,4,3,2,4,4,4,4,1,5,1,2,4,2,2,2,3,2,2,2,4,2,4,3,4,2,4,3,2,4,1,2,1,2,1,3,1,1,1,1,4,2,2,1,3,6,3,0,0,0,0,0,0
"Femmina",29,6,4,4,3,5,4,1,3,4,3,2,4,3,3,4,4,2,2,3,4,2,2,2,3,1,3,4,3,1,3,2,3,5,1,3,4,2,5,5,5,5,5,4,3,5,3,2,3,2,2,5,7,5,7,5,5,4,7,5
"Femmina",23,5,4,4,2,5,4,4,3,4,2,4,4,3,3,3,3,2,4,2,3,4,3,3,3,4,3,4,3,4,3,4,2,4,5,3,3,3,5,2,4,2,5,7,3,2,2,1,2,5,2,3,8,7,3,2,1,0,3,3
"Femmina",21,7,6,4,4,5,4,3,3,3,3,2,3,2,3,3,4,3,3,3,4,3,3,4,3,3,3,4,3,4,3,4,3,4,3,3,4,3,6,4,7,7,7,6,6,5,4,3,4,5,5,6,7,7,6,5,4,3,5,5
"Femmina",24,6,4,4,4,4,5,4,1,4,4,1,2,1,2,1,3,5,1,2,4,3,5,2,4,1,4,3,4,1,4,1,3,3,1,3,3,2,6,5,6,6,7,6,5,6,1,1,2,1,3,2,10,7,7,5,0,0,10,5
"Maschio",20,7,6,6,6,5,4,1,3,4,4,1,1,1,3,5,3,3,1,1,1,4,3,1,3,1,5,1,5,1,3,1,4,1,1,4,1,4,5,4,6,4,6,6,6,4,4,4,4,4,6,7,9,8,9,8,8,5,0,6
"Femmina",28,3,4,3,4,7,4,3,3,5,4,1,2,1,2,3,1,3,1,3,2,4,4,3,4,2,3,3,4,1,4,2,3,3,2,3,2,3,3,3,4,6,7,6,5,6,2,2,3,2,2,1,4,5,7,3,5,3,6,3
"Femmina",21,7,6,5,3,3,4,3,3,3,4,2,3,1,3,5,3,2,2,4,5,2,3,5,4,2,3,4,3,4,3,3,3,3,2,3,4,2,4,3,5,4,5,3,2,2,2,2,2,3,2,8,9,6,7,5,6,5,9,7
"Femmina",29,6,5,4,4,3,4,2,2,3,2,1,1,1,2,2,2,2,1,2,1,2,3,1,2,2,3,3,3,2,3,2,3,2,2,3,3,2,2,2,2,2,3,3,3,3,2,2,3,3,2,2,4,3,6,6,3,3,3,5
"Femmina",23,7,6,6,5,3,5,2,4,2,5,1,1,2,4,5,3,4,1,4,3,5,5,3,5,1,3,3,4,2,4,2,4,2,2,4,3,3,7,5,6,6,7,7,7,7,4,2,6,7,2,7,9,6,8,10,5,7,5,8
"Femmina",24,6,5,3,3,6,3,4,3,3,2,4,4,3,3,3,4,2,2,3,4,2,2,3,3,4,4,3,3,2,4,3,4,3,4,4,3,2,2,3,3,4,3,6,4,7,2,6,4,2,2,5,10,6,4,1,1,2,10,7
"Femmina",27,3,3,5,2,5,4,4,3,5,4,1,4,1,2,4,4,3,3,4,4,4,4,4,2,4,3,3,3,3,2,4,2,4,4,2,3,2,2,2,4,4,5,5,3,4,2,2,2,2,2,1,7,2,2,2,2,2,1,2
"Femmina",26,7,6,7,3,1,5,4,5,2,3,1,3,1,4,5,3,5,1,4,3,4,3,5,4,2,4,1,3,1,3,2,3,2,1,2,2,3,7,6,6,4,4,6,7,7,6,3,7,6,5,7,0,6,10,8,7,1,7,7
"Femmina",20,8,6,5,6,2,4,4,4,4,3,2,4,1,4,2,1,3,1,2,2,3,3,3,3,4,4,3,5,2,4,2,4,2,4,3,1,3,6,6,5,7,6,7,6,3,6,5,6,7,7,9,9,9,10,10,8,5,10,9
"Femmina",24,9,7,6,7,1,5,2,3,2,4,2,2,2,4,5,2,3,1,3,2,5,5,2,3,1,4,2,4,2,3,2,4,2,1,4,2,4,7,6,6,7,7,7,7,6,7,6,7,7,6,7,8,9,9,7,7,7,5,10
"Maschio",20,8,5,4,3,5,5,3,2,1,2,2,2,3,3,4,4,3,2,3,3,4,4,2,3,2,4,3,3,3,4,3,4,3,2,4,3,3,5,5,5,4,6,6,6,5,3,3,5,4,4,7,8,8,6,7,8,7,3,7
"Femmina",22,6,3,2,1,7,2,5,3,4,1,2,1,4,2,2,5,4,4,1,5,3,3,4,1,1,3,4,3,3,3,4,3,4,1,3,5,2,1,1,2,3,6,6,2,3,2,4,2,2,1,2,3,2,2,4,4,1,0,3
"Femmina",22,6,4,4,3,5,3,2,3,3,2,2,2,2,2,4,3,2,2,2,4,3,2,3,2,2,3,3,2,3,2,3,2,3,2,2,2,2,3,4,5,4,5,4,3,5,4,3,3,5,6,5,7,7,7,7,6,3,3,7
"Femmina",21,8,6,5,4,2,3,1,3,3,3,1,2,1,5,3,5,5,2,5,3,4,4,3,4,1,3,3,5,2,3,2,3,2,1,3,3,4,6,5,6,4,6,7,7,6,6,6,6,5,5,9,9,9,8,10,8,7,6,8
"Maschio",40,1,2,1,4,4,5,5,3,4,4,1,4,3,4,5,4,4,3,3,4,4,3,4,3,4,2,4,3,2,2,3,2,3,2,2,4,2,2,2,3,3,4,2,1,6,2,1,1,1,1,0,2,1,1,1,0,0,1,0
"Femmina",23,7,6,6,5,3,2,1,4,2,2,1,1,1,3,2,2,2,1,1,1,1,2,4,4,3,3,2,4,3,4,2,2,3,2,3,2,2,4,6,4,5,5,6,6,5,7,7,6,6,4,8,10,7,7,9,7,7,9,9
"Femmina",20,7,6,6,6,3,4,2,3,2,5,1,2,2,4,4,2,3,1,2,2,4,4,2,4,2,3,4,2,3,3,2,3,4,2,3,2,2,5,5,5,6,5,6,3,5,4,5,6,6,6,7,2,8,7,6,5,0,2,8
"Femmina",46,5,5,6,4,6,5,1,3,1,5,1,1,1,4,3,5,4,1,4,4,5,5,2,5,1,5,1,4,1,4,1,5,1,1,4,1,3,4,2,6,2,6,5,6,2,3,3,1,2,2,2,8,4,5,7,2,2,2,6
"Maschio",21,7,3,2,3,6,4,4,3,5,3,3,2,3,2,2,4,4,1,1,5,3,3,5,4,1,4,4,4,5,4,5,3,2,1,2,5,3,3,1,4,3,2,1,3,2,1,5,4,5,3,9,9,5,6,4,2,2,1,4
"Femmina",22,4,4,4,1,6,4,5,3,4,1,1,3,4,3,1,4,3,3,3,4,3,4,3,2,4,4,3,3,2,3,3,3,2,2,3,2,1,2,4,3,6,5,4,1,4,1,3,3,3,3,3,8,2,7,7,4,0,5,3
"Maschio",35,7,4,4,3,4,3,3,3,3,3,2,2,2,3,3,3,4,1,3,2,3,4,1,2,2,3,3,3,2,4,3,3,3,2,3,3,3,4,3,5,4,7,6,5,5,4,4,4,4,4,8,8,6,4,7,6,6,4,5
"Maschio",19,8,4,2,4,6,2,5,2,4,3,2,3,1,3,4,3,2,1,4,3,3,2,2,3,3,3,3,3,2,3,1,4,3,3,3,1,3,5,4,3,3,4,4,5,6,4,5,5,4,2,7,9,6,8,9,7,2,9,7
"Femmina",23,7,5,6,7,1,5,2,5,2,4,2,1,2,5,5,4,4,3,4,3,5,5,3,5,1,5,1,4,2,4,2,5,3,1,4,3,5,7,6,7,7,6,7,7,6,7,5,6,7,7,9,7,10,8,8,9,5,5,9
"Femmina",23,7,5,6,7,1,5,2,5,2,4,2,1,2,5,5,4,4,3,4,3,5,5,3,5,1,5,1,4,2,4,2,5,3,1,4,3,5,7,6,7,7,6,7,7,6,7,5,6,7,7,9,7,10,8,8,9,5,5,9
"Maschio",21,6,4,4,2,4,4,4,3,3,3,1,5,3,3,2,5,3,1,3,5,4,3,5,3,4,3,3,3,3,3,3,3,3,4,3,4,2,6,5,7,4,4,4,2,6,4,1,3,3,3,4,2,3,8,5,0,1,0,4
"Femmina",20,7,5,4,2,3,3,2,2,2,2,1,1,4,3,3,5,4,3,2,3,3,5,3,2,1,4,2,4,1,5,3,4,2,1,3,4,1,5,7,5,4,5,7,3,6,5,4,5,2,7,6,10,8,10,8,0,2,10,7
"Femmina",18,5,4,4,2,7,4,4,2,4,1,5,5,4,2,4,4,1,5,1,5,1,1,5,1,5,1,5,1,5,1,5,1,5,5,1,5,1,3,2,2,2,2,2,6,6,2,2,2,1,1,2,0,0,0,0,0,0,0,0
"Femmina",23,6,6,5,4,5,4,2,1,2,3,1,2,1,1,1,4,2,1,4,3,3,2,2,3,1,3,3,3,3,3,3,3,3,1,3,3,3,6,5,6,6,7,7,4,5,4,6,4,4,6,7,7,7,7,10,8,2,4,7
"Femmina",21,9,7,7,6,2,5,3,3,3,5,1,3,1,5,4,3,4,1,2,2,5,4,2,4,3,5,2,4,2,4,1,5,1,2,4,3,5,7,7,7,6,6,6,2,7,7,6,7,7,6,9,10,10,10,8,7,0,3,9
"Femmina",23,7,5,4,2,4,5,2,3,3,3,1,2,2,4,5,3,4,2,4,3,4,4,2,4,2,4,3,4,2,4,2,3,3,3,4,2,4,6,5,6,6,6,6,4,5,5,3,5,3,2,6,8,9,6,7,7,5,6,7
"Femmina",21,8,6,5,3,1,5,2,1,1,3,1,1,1,1,4,3,5,1,4,3,5,5,4,5,1,4,2,4,2,3,3,3,1,1,3,1,1,7,5,7,4,7,6,3,7,7,7,6,1,3,10,10,8,7,5,3,2,10,8
"Femmina",24,4,4,3,3,5,4,4,2,3,2,4,5,2,3,4,4,3,4,2,5,3,3,4,4,4,3,4,3,2,3,4,3,4,5,3,4,2,3,3,4,3,5,5,2,4,3,3,4,2,2,3,4,3,4,3,3,1,3,4
"Femmina",25,8,6,7,6,6,5,5,5,4,4,2,3,2,5,5,4,4,1,3,3,4,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,6,7,7,6,6,6,6,7,7,7,7,7,5,5,5,7
"Femmina",21,4,2,2,1,7,3,5,2,5,4,1,1,5,3,3,5,4,4,2,5,4,4,4,3,1,3,4,3,3,3,3,2,4,1,2,3,2,4,1,5,4,7,5,2,2,2,2,3,3,2,4,3,5,7,7,7,5,6,6
"Femmina",25,9,7,4,5,1,5,2,3,1,3,1,2,2,5,5,4,3,2,3,4,3,3,4,1,1,4,2,4,1,5,1,4,2,1,5,3,4,7,7,7,7,5,7,6,6,5,7,7,6,7,10,10,7,8,10,4,6,10,10
"Maschio",29,6,5,5,2,7,3,3,3,3,3,3,4,2,3,3,2,2,2,2,3,2,3,3,2,5,3,3,5,1,3,3,3,3,4,3,2,1,3,3,2,2,4,7,1,6,2,4,1,3,2,7,10,7,7,6,5,6,6,5
"Maschio",20,6,5,5,4,2,4,3,4,1,4,1,1,1,4,5,3,1,1,1,3,4,3,3,3,1,3,3,3,3,3,3,3,3,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,7,7,7,7,7,7,7,7,7
"Femmina",21,7,6,6,4,5,4,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,3,3,4,3,4,3,3,4,3,3,3,2,2,3,3,3,4,4,5,5,5,5,5,6,3,6,5,4,2,6,7,6,7,8,6,5,4,6
"Femmina",20,8,6,6,5,5,4,4,3,4,5,2,3,2,4,5,4,4,1,3,4,5,3,4,4,2,4,2,4,2,4,2,4,2,1,4,3,4,7,6,6,5,7,5,6,7,6,6,6,7,5,9,7,9,9,9,8,9,5,9
"Femmina",19,7,6,5,5,3,4,2,3,2,4,1,2,2,4,5,4,4,2,2,4,5,4,4,5,2,4,2,4,2,4,2,4,2,2,3,5,4,5,4,5,7,7,4,7,3,4,4,5,4,4,9,0,5,5,5,5,5,5,5
"Femmina",21,5,3,2,1,7,5,5,2,3,2,4,5,5,4,3,4,4,3,1,5,5,2,1,3,2,3,4,2,4,3,3,1,4,2,3,5,1,6,2,7,2,6,3,2,5,2,1,2,1,2,4,6,5,1,7,8,4,6,4
"Femmina",42,4,3,4,3,6,3,4,3,4,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,3,3,4,2,5,4,3,3,3,3,2,2,2,3,2,2,3,2,2,2,3,2,2,8,4,2,2,2,2,2,2
"Femmina",25,6,4,4,4,5,4,4,3,3,3,2,2,2,3,2,2,2,2,3,3,3,2,3,3,2,3,3,3,2,3,2,3,2,2,3,2,3,5,5,4,4,4,5,4,4,3,4,4,2,2,6,7,6,7,5,7,5,2,6
"Femmina",28,3,2,4,3,7,4,4,2,5,1,3,4,5,1,3,4,1,2,3,4,1,3,4,1,3,2,5,2,5,2,5,1,5,3,2,4,1,4,1,4,5,7,5,1,4,1,1,1,1,4,3,2,2,1,10,1,0,5,4
"Femmina",22,6,5,4,3,3,4,2,3,3,2,1,2,3,4,4,2,2,3,3,3,4,4,2,3,2,4,3,4,2,4,2,4,3,1,4,3,4,5,5,6,6,6,5,4,5,3,3,4,3,3,5,3,6,7,6,5,3,8,8
"Femmina",21,6,5,5,3,5,3,2,2,2,4,2,2,3,2,5,4,4,4,3,5,4,4,3,3,3,3,3,3,3,4,2,4,2,2,2,2,3,3,3,4,3,4,6,4,4,3,2,4,2,4,6,6,6,4,4,4,3,4,5
"Femmina",50,7,6,6,2,3,3,5,2,4,3,3,3,1,2,5,3,5,1,1,3,3,3,3,3,3,3,3,2,4,3,4,2,2,3,2,2,2,1,1,2,2,6,6,2,6,1,3,4,3,1,5,10,5,0,0,0,5,0,5
"Femmina",24,7,6,6,5,5,5,3,4,3,4,2,2,3,4,4,4,4,2,4,2,5,4,2,4,2,4,2,4,3,4,3,4,3,1,3,3,3,7,5,6,6,6,6,6,5,6,6,6,7,7,9,10,10,9,9,9,9,8,9
"Femmina",21,8,6,6,4,2,4,3,3,3,3,2,2,2,2,3,4,3,2,3,4,4,3,3,3,2,4,3,4,2,4,2,4,2,2,4,2,4,4,5,4,4,6,4,4,6,5,4,5,5,6,8,7,8,8,7,6,6,6,9
"Maschio",26,8,6,5,4,4,4,3,2,3,4,2,3,1,3,4,1,4,1,4,2,3,4,2,4,3,3,4,3,3,3,2,3,2,4,2,1,2,5,6,6,6,7,6,4,5,4,3,4,4,5,9,10,7,8,6,5,1,9,8
"Femmina",25,8,5,5,5,2,5,4,2,3,3,2,4,1,5,4,1,5,1,3,4,5,5,5,5,4,3,3,4,2,4,2,3,4,4,4,1,5,7,7,7,6,7,7,7,7,6,5,6,7,6,9,1,10,9,7,5,1,6,7
"Femmina",25,8,6,6,5,1,5,1,3,2,3,1,2,1,5,1,1,4,1,3,2,5,3,2,5,1,5,1,4,1,5,1,4,2,1,4,2,4,7,7,6,5,5,5,3,7,5,5,6,7,7,8,10,8,9,8,9,4,0,9
"Femmina",26,5,6,6,6,6,5,3,3,1,3,4,3,3,4,2,3,4,3,2,3,3,4,3,4,2,4,4,5,2,3,4,3,5,1,3,5,4,2,5,7,7,7,5,4,5,2,1,2,3,5,4,7,3,2,10,3,1,6,6
"Femmina",25,8,6,5,1,7,4,5,3,5,2,5,5,3,3,1,4,2,5,3,5,3,2,5,3,5,4,5,4,4,4,4,3,4,4,3,3,2,5,1,5,2,2,2,1,4,1,1,1,1,1,7,6,1,10,1,1,0,0,1
"Femmina",21,9,7,6,6,2,5,2,4,2,3,2,3,1,4,3,2,4,1,3,2,4,4,3,3,2,3,3,4,1,4,2,3,2,4,2,1,3,5,3,4,7,5,7,3,7,4,6,5,5,4,10,6,8,9,9,8,6,7,8
"Femmina",21,6,5,6,1,4,3,2,3,1,4,1,1,1,3,5,2,3,1,3,4,5,4,2,5,1,5,2,3,1,4,2,4,2,2,4,2,3,3,2,4,6,7,7,1,1,3,7,6,7,3,7,10,10,0,10,0,0,0,8
"Femmina",40,3,3,4,3,6,3,1,1,1,3,1,1,2,1,5,4,4,1,3,3,2,4,3,3,1,2,4,2,3,2,1,2,3,1,2,1,3,2,1,2,1,4,2,1,4,1,1,1,1,2,5,10,2,0,5,0,3,0,1
"Femmina",21,6,6,4,3,1,4,2,3,1,4,1,1,1,3,5,3,3,2,2,2,3,3,1,4,1,4,1,3,3,4,1,4,1,1,3,2,4,3,3,3,2,3,3,2,3,2,3,3,1,2,7,9,6,8,7,6,5,3,7
"Maschio",23,2,3,4,3,6,3,4,4,3,2,1,3,2,2,2,3,2,1,2,4,3,3,3,3,3,2,4,5,1,2,2,2,4,3,2,4,2,3,2,5,4,3,3,3,3,1,1,3,3,1,3,6,4,2,2,1,2,4,2
"Femmina",26,8,5,4,5,2,4,2,3,1,3,1,2,2,3,2,4,3,1,4,3,4,3,3,3,3,4,3,4,2,4,2,4,2,1,3,2,3,6,3,6,3,5,6,6,3,4,5,5,6,3,7,8,7,5,4,4,6,2,8
"Maschio",36,2,2,2,2,3,2,3,2,4,3,4,3,3,2,4,4,2,3,2,4,3,2,3,2,3,2,4,3,3,2,3,2,5,3,2,3,2,2,1,2,3,3,3,2,2,2,2,2,2,2,3,4,2,1,2,1,2,0,0
"Femmina",20,7,4,4,3,5,4,3,2,4,2,1,2,1,2,3,3,3,2,2,3,2,3,4,2,3,2,3,2,1,2,3,3,4,2,2,2,2,3,3,5,4,3,4,3,3,4,3,5,4,6,7,6,6,4,3,5,2,1,7
"Maschio",23,8,5,5,3,4,5,3,4,3,4,4,2,1,5,5,2,3,3,4,4,4,3,3,2,3,3,4,3,4,3,3,3,4,4,3,2,3,5,5,3,5,4,3,5,6,6,5,4,6,7,7,6,8,7,6,8,7,7,8
"Maschio",22,7,6,5,3,2,5,3,4,1,3,1,1,2,4,4,2,5,1,5,2,4,5,2,4,1,4,2,4,1,4,2,3,2,1,3,2,3,6,6,7,5,7,6,6,6,5,6,6,6,5,8,8,9,6,8,7,7,0,8
"Maschio",22,5,4,4,4,6,2,2,3,3,4,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,4,3,4,3,3,3,3,1,3,4,2,5,4,4,3,5,5,3,4,3,3,3,3,2,6,6,6,6,6,4,4,7,5
"Femmina",22,6,3,2,1,6,5,5,4,5,2,4,5,2,3,4,5,3,5,5,5,2,4,5,2,5,4,2,4,2,4,2,4,2,3,3,3,3,2,2,6,3,6,5,1,6,2,6,3,3,2,5,9,3,3,6,2,1,8,6
"Femmina",32,5,4,4,4,4,3,2,3,3,2,1,2,1,3,3,4,3,1,3,4,1,3,3,1,2,3,3,3,3,3,3,3,3,1,3,4,2,2,4,4,4,6,6,5,6,2,1,2,2,1,5,5,4,6,5,5,5,0,5
"Femmina",28,5,4,4,3,5,4,2,2,2,2,2,3,2,3,3,3,3,1,3,3,3,3,3,3,2,3,2,4,2,3,2,3,2,2,3,3,3,2,3,4,3,4,6,4,4,3,3,2,2,2,4,5,5,6,4,4,4,7,5
"Maschio",40,2,3,3,2,3,3,3,1,3,1,3,3,2,2,3,3,3,4,2,2,2,2,4,2,2,2,4,3,3,3,3,2,4,4,2,2,2,2,3,5,5,6,6,2,6,2,3,2,2,1,5,2,2,4,2,2,2,2,2
"Femmina",46,7,6,6,2,3,5,2,4,1,4,1,1,1,4,3,1,4,1,3,1,4,4,1,4,1,5,2,4,2,4,1,4,2,1,4,1,4,6,3,7,7,7,6,3,6,3,5,6,5,7,7,10,8,6,8,4,7,1,8
"Femmina",19,7,5,5,4,4,4,5,3,4,4,3,3,2,3,3,3,2,2,3,4,4,2,3,2,3,3,3,4,3,3,3,4,3,5,4,3,4,6,3,2,4,3,4,3,2,5,2,5,3,4,3,3,7,4,2,2,2,2,2
"Femmina",49,8,6,7,5,1,5,1,4,2,5,1,1,2,5,5,5,4,1,5,4,5,5,3,5,1,5,2,4,2,4,2,4,1,1,4,4,4,7,7,7,7,6,7,6,7,5,5,6,5,6,7,10,8,8,7,3,3,7,8
"Femmina",24,7,6,6,6,3,4,2,4,2,4,1,1,1,4,4,2,3,1,2,1,4,3,1,4,1,4,2,4,1,3,1,4,1,1,4,1,3,5,5,5,5,5,5,5,5,5,4,5,5,5,7,7,7,8,7,7,3,3,7
"Maschio",23,3,6,4,7,1,4,2,4,2,5,1,2,2,4,3,3,4,1,5,2,4,4,2,5,1,4,2,5,1,4,2,4,2,1,4,2,4,6,7,5,6,5,7,7,7,5,5,6,5,6,7,6,7,10,5,7,0,10,7
"Femmina",21,9,6,6,5,2,4,2,3,1,4,1,1,1,5,3,3,3,1,5,2,4,3,1,4,1,4,2,4,2,4,2,5,1,1,4,2,5,6,6,5,5,5,7,6,6,7,7,7,5,6,10,10,9,9,9,8,7,7,10
"Maschio",23,7,6,5,6,5,5,3,4,3,3,3,2,1,4,2,2,3,1,4,2,3,3,2,4,2,3,3,4,2,4,2,3,3,4,3,2,2,5,7,5,6,5,5,3,5,4,5,5,4,3,7,6,7,9,8,8,4,6,7
"Femmina",20,8,7,7,7,1,5,2,1,1,4,1,1,1,4,4,1,5,1,4,2,5,4,2,3,1,5,2,5,1,5,1,5,2,1,4,1,5,6,5,7,7,7,7,6,6,6,4,5,4,4,8,9,8,8,8,8,7,7,8
"Maschio",20,5,4,3,6,3,3,1,2,4,4,1,4,1,4,4,2,3,3,1,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,3,4,4,3,5,5,5,5,5,4,5,3,6,4,7,3,8,7,9,7,8,8,7,4,4
"Femmina",27,6,6,5,5,2,4,3,4,2,3,2,3,3,3,4,3,3,2,2,3,3,3,2,3,2,4,2,4,2,4,1,5,2,2,4,2,3,5,5,5,6,6,7,7,6,6,5,5,6,5,5,9,7,8,8,6,3,3,7
"Femmina",19,6,6,6,4,1,4,2,5,4,4,1,2,2,3,4,1,3,1,3,2,4,4,2,3,3,2,4,3,4,2,4,3,5,4,2,3,2,4,6,5,5,6,7,7,6,4,3,4,4,2,6,8,7,8,8,8,7,6,6
"Femmina",22,9,6,5,5,2,5,2,4,3,4,1,3,2,4,4,3,3,3,4,4,4,4,4,4,3,4,2,4,2,4,2,4,3,3,4,2,4,6,6,6,5,5,5,6,6,5,4,6,5,5,9,10,8,9,8,9,6,6,9
"Femmina",22,8,6,5,6,5,3,2,3,2,2,2,2,2,4,3,3,2,1,2,2,5,4,3,4,1,4,1,4,1,4,2,4,3,1,4,2,4,6,5,4,3,6,6,6,6,5,5,5,6,5,8,9,9,9,9,8,4,4,8
"Femmina",25,5,5,4,4,7,1,5,5,5,3,5,5,5,5,4,5,1,5,3,5,3,3,5,3,5,1,5,3,3,1,5,3,5,5,3,5,3,1,2,1,5,2,2,2,1,1,4,2,1,1,3,3,1,1,0,0,0,0,5
